geo,name,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
mar,Morocco,,,,,,23.44504,21.00165,21.73716,22.42223,19.33005,19.93906,21.86719,21.25509,20.82618,20.65593,17.89844,19.25347,16.38432,18.91975,17.91661,15.12214,10.68485,12.91555,12.62338,12.12317,13.29093,15.70511,11.76452,14.20342,14.3519,15.09518,17.49944,14.04276,13.06941,17.25951,13.49265,18.43998,14.63418,14.48679,12.47664,10.72863,11.87618,11.84328,12.49186,11.86933,10.69888,12.30417,9.87525,10.86496,11.96505,11.96208,12.0819,11.32975,12.35837,10.35315,11.79619,10.32197,11.16029,11.30554,10.8424,10.66364,11.97794,9.81814,11.06462,10.0876
mda,Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.27351,27.48428,25.96379,25.76809,24.8811,25.40932,22.42004,21.02183,18.3282,17.58674,16.3998,14.49888,9.98297,8.81093,8.49746,11.16126,11.38425,10.44817,11.55036,14.07096,12.82126,12.47974,12.19959,10.14688,10.16081,9.36669,10.58659,8.11428,7.08455,7.10654
mdg,Madagascar,,,,,,,22.67536,22.85433,21.87003,21.40095,21.85881,21.51435,22.28799,23.8786,30.51495,30.35538,29.68126,29.30481,28.47916,26.37766,,,,,,,,,,,,,,,,34.95967,33.4309,33.79807,33.24276,33.27966,30.87872,29.85131,34.14251,32.02979,31.42051,30.76273,30.18227,28.06701,27.05257,30.46515,29.0781,29.05021,28.00061,26.49303,25.84538,25.74335,25.13345,24.55014,23.97338,22.95625,24.69294,22.52209,21.54424,22.40474,22.45787
mdv,Maldives,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.31119,5.5842,7.72803,6.59516,6.16536,6.87565,5.41948,5.63412,5.38563,5.1906,5.41343,5.30719,5.5336,5.62856,5.2711,5.12401,4.49402,7.57495,5.3062,5.06183,5.1052,3.04741
mex,Mexico,,,,,,13.14923,12.09306,11.74623,10.92079,10.44768,12.12056,12.00296,10.94735,11.53074,11.47856,11.13875,10.61793,10.51597,10.26948,9.18271,6.31871,6.35982,5.37348,5.93525,6.42201,6.53973,6.80768,6.41647,6.47809,6.4526,6.6671,6.49699,5.99898,4.79415,4.36385,4.13057,4.57994,4.21889,3.90765,3.49018,3.15927,3.22549,3.11036,3.20736,3.18595,2.94567,2.94296,3.04187,3.02876,3.1006,3.09201,2.97569,3.04873,3.02454,3.02714,3.08519,3.24629,3.29751,3.29696,3.31502,3.71115,3.78267,3.89931,3.83818,3.76597
mhl,Marshall Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.62358,7.49647,7.96359,8.04991,7.41499,6.45006,6.868,7.21851,7.12087,7.06718,7.34399,8.80757,9.57302,10.58566,13.88427,17.81981,15.85708,12.0371,12.42281,12.72765,15.83224,16.2795,18.20915,19.90604,24.96586,21.01275,19.47181,
mkd,North Macedonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.16184,10.84298,14.48441,10.0234,10.57675,10.61094,10.66768,10.43231,10.86172,10.51768,10.09628,9.74512,10.17012,11.53878,11.55399,9.73619,8.98937,8.93242,11.44352,10.37017,10.1206,9.35099,9.10472,10.02748,10.17757,9.72692,9.17291,7.87325,8.4704,8.13229,8.56906,7.14749,7.27989,6.6271,5.97352
mli,Mali,,,,,,,,61.71762,57.89335,56.7748,57.82877,57.07616,55.79488,51.61128,46.0558,57.50932,55.12434,55.1771,52.13693,55.00662,41.58998,42.61274,40.40048,37.03898,36.69367,36.96282,35.60661,36.91423,39.9456,38.16033,37.41768,39.27466,36.99633,39.04665,36.83569,37.70895,36.87921,35.96217,34.56067,35.55572,32.90187,32.81361,32.71418,29.87663,21.63173,22.50895,20.57944,21.97147,23.77361,24.3106,25.02914,27.46548,30.57712,28.45676,29.56372,30.52512,30.99872,31.40078,32.49754,32.26822,32.28996,32.03756,32.96528,32.49041,33.44543
mlt,Malta,,,,,,,,,,,6.29927,6.40296,6.68667,6.50773,6.49009,5.7093,5.7678,5.5259,4.20352,3.63634,3.4837,3.54038,3.73087,4.20641,4.31158,4.1826,4.09893,4.00949,3.5764,3.42771,3.15177,2.98488,2.76373,2.74297,2.56111,2.25202,2.23711,2.20865,2.32597,2.15667,1.85678,2.17221,2.10668,1.9197,1.84667,1.78761,1.81393,1.75488,1.07432,1.32959,1.27223,1.08776,1.09099,1.01976,1.00129,0.94116,1.01065,0.67567,0.62214,0.47211,0.72667,0.82993,0.77066,0.00389,0.20782
mmr,Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.23865,57.06919,54.52833,50.62056,48.16509,46.68724,43.91896,43.32277,40.2751,38.10812,36.85308,32.49618,30.5902,29.53373,27.8298,26.77178,25.62862,23.40413,22.07561,20.84216,22.41865,22.78529,22.33435,22.72223,20.83418
mne,Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.30188,10.81121,10.92378,9.91499,9.26192,8.75766,8.2114,7.22907,7.44049,8.26818,7.67808,8.07295,7.45245,8.03466,8.09984,8.06119,7.46824,6.85389,6.73224,6.39384,7.55489,6.46148,6.04399,5.47219,5.1561
mng,Mongolia,,,,,,,,,,,,,,,,,,,,,,16.74279,18.03641,18.41536,17.20093,16.4007,18.66953,16.41757,16.62938,15.51501,12.47384,11.81157,25.55711,25.70937,27.48261,32.54282,38.477,32.23688,32.43337,31.69783,27.42253,22.96889,18.91913,18.43952,20.02978,19.79796,17.64367,18.42797,19.21512,17.86444,11.73256,10.30736,11.25802,13.41406,13.34122,14.0792,12.62784,11.13723,11.428,11.55838,12.96566,13.16317,13.02785,9.9206,7.38484
moz,Mozambique,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.9358,29.71481,33.09767,30.16836,31.34655,30.95381,30.18164,26.9864,22.79819,19.03917,18.22573,22.73418,22.72283,22.49013,22.92141,24.11339,24.01622,26.84575,27.9106,27.30938,26.48487,25.51771,24.25291,24.65547,23.56632,23.62728,26.07496,25.54256,24.76978,26.88197,26.89459,25.63922,25.91145,26.25951
mrt,Mauritania,,33.47136,32.7253,33.07536,26.86147,24.89817,24.95416,25.08643,23.8359,20.12031,22.6738,21.72236,21.33072,28.81368,25.73867,21.96473,21.02539,21.924,23.47426,21.78005,23.50669,24.18612,24.73758,24.86187,21.06454,16.50132,19.65137,23.89214,24.11613,23.76912,21.88607,28.59169,28.54554,28.64726,27.93854,28.13398,27.19803,25.04665,25.94134,26.27666,24.82875,24.86896,24.23002,24.17885,22.9179,20.0702,16.60714,18.43252,18.55942,19.17818,16.73305,14.51589,16.08596,16.2826,18.81426,20.62955,21.73921,22.71883,23.65597,19.95788,19.15234,19.14858,21.2302,18.74292,18.62497
mus,Mauritius,,,,,,,,,,,,,,,,,19.67556,17.02545,15.40461,15.8081,10.36975,12.14909,12.87568,11.326,11.92853,12.60558,12.57185,11.98055,10.80181,10.26333,10.74278,9.83646,9.87963,9.02941,8.55096,9.07592,8.94268,8.19866,8.01968,4.92997,5.62922,6.06632,5.12245,5.10866,5.20609,4.91181,4.90645,4.37599,4.07488,3.88064,3.64174,3.70365,3.65727,3.33059,3.19195,3.07196,3.09727,2.99475,2.56386,2.70724,3.14186,3.28024,3.56303,4.00597,4.26098
mwi,Malawi,,,,,,,,,,,,,,,,,,,,,32.62947,29.90199,30.96557,31.76333,31.3214,31.71801,32.25582,35.8221,36.12264,33.72298,32.00794,32.97698,29.05517,37.24808,18.58226,22.34434,26.13181,25.21073,26.77442,28.61224,29.66089,29.34634,32.28718,30.12818,28.8733,27.37668,25.67388,22.88249,24.93236,25.3093,24.63214,23.93141,23.52929,23.84929,23.87344,22.99484,22.19291,22.92623,21.63259,22.9474,25.01501,25.53283,27.59755,30.37923,32.36022
mys,Malaysia,43.71593,45.38215,42.96866,35.12365,33.27378,31.00664,31.54124,31.59812,31.33851,33.13688,32.58028,28.42619,28.26248,28.93645,32.46534,30.71694,29.40183,28.21446,26.38947,24.87529,23.02727,21.82103,21.50166,20.22309,20.34569,20.28148,20.1845,19.96054,20.07145,18.08178,15.21653,14.3557,14.57241,13.78736,13.66104,12.94944,11.68043,11.10133,13.31224,10.84239,8.59902,8.01097,8.98508,9.30609,9.271,8.26229,8.60998,9.98677,9.96858,9.2191,10.08992,11.45335,9.79375,9.11336,8.87321,8.2875,8.46253,8.59828,7.51209,7.24131,8.166,9.56621,8.95072,7.7859,8.16294
nam,Namibia,,,,,,,,,,,,,,,,,,,,,8.02345,8.74112,8.45846,8.05868,7.93324,7.39195,7.7479,9.135,9.16504,8.45799,9.05537,9.97333,7.08325,7.42032,10.12916,9.44737,9.32986,8.51022,8.58856,8.76623,10.73102,9.67547,10.03914,10.21534,8.93978,10.36849,9.64647,8.44071,7.53169,8.14814,8.45537,8.11363,8.05448,7.82146,8.13894,6.65043,6.72012,7.67616,7.7683,7.08398,9.15818,9.563,8.75889,7.67766,7.29121
ner,Niger,75.32407,73.88717,75.99761,72.94795,74.32404,67.70392,66.87473,70.70633,69.16821,66.41938,64.87511,65.46078,62.46014,60.27145,63.79496,50.31146,47.02772,51.7872,52.68035,48.6845,43.05661,45.6518,44.29864,41.58056,35.77134,36.74289,34.72854,35.21085,35.35041,34.07163,29.44225,31.58085,33.15941,34.07709,31.16929,30.73058,32.3287,30.23252,35.41378,35.00259,36.57556,40.18193,41.36694,41.19553,37.37173,39.28052,39.74508,37.09451,38.77501,34.78481,35.82139,33.64676,33.68099,32.23501,33.42904,32.417,35.26296,35.81687,37.57762,36.99192,38.37558,36.48103,41.35052,32.50582,33.81138
nga,Nigeria,,,,,,,,,,,,,,,,,,,,,,12.24041,13.50269,14.99073,18.30836,18.22764,18.02043,20.55211,23.37165,21.2756,21.55626,20.88528,20.32116,23.49113,25.17385,25.48651,26.19916,27.41665,27.90837,26.02849,21.35724,24.47535,36.96508,33.82706,27.23045,26.08928,24.73499,24.66258,25.27975,26.74885,23.8937,22.23471,21.85996,20.75862,19.99025,20.63189,20.98311,20.84657,21.20377,21.9063,24.14331,23.35706,23.69187,22.72494,20.35324
nic,Nicaragua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.01922,20.08039,21.40553,19.95677,19.19095,17.00022,17.76551,16.81333,16.43011,15.6259,15.96882,16.1379,15.89966,16.46134,16.26279,16.06765,16.98264,18.88479,17.61158,16.49091,16.70902,16.10993,14.91534,14.99641,15.32221,15.52978,15.90678,15.72991,16.80303,15.32857,14.41151
nld,Netherlands,,,,,,,,,,5.63506,5.17538,4.80913,4.75406,4.68292,4.04649,4.3328,4.32681,3.66457,3.53728,3.50298,3.45006,3.87261,3.98013,3.80758,3.7838,3.80493,3.92875,3.88235,3.83523,4.15046,4.01809,3.90617,3.64363,3.19059,3.21744,3.10879,2.88213,2.97435,2.5656,2.33897,2.31075,2.23547,2.08749,2.06778,1.87462,1.8712,1.95985,1.8318,1.65239,1.56592,1.78781,1.59844,1.69697,1.84474,1.80099,1.80599,1.86399,1.96787,1.75987,1.75881,1.73737,1.65465,1.64195,1.72256,1.67999
nor,Norway,,,,,,,,,,,5.10106,5.07498,4.58719,4.44554,4.39357,4.11582,4.40396,4.43458,4.22901,3.7801,3.62606,3.61932,3.41878,2.95959,3.07096,2.85952,3.12865,3.19654,3.0859,2.90516,2.98402,2.91069,2.62774,2.60942,2.60365,2.58956,2.22714,2.06179,2.26325,2.05059,1.78414,1.54477,1.47384,1.25652,1.33559,1.35951,1.36556,1.20029,1.08255,1.23609,1.52478,1.30484,1.07728,1.25304,1.38343,1.48183,2.0339,1.91878,1.8112,1.78246,1.84393,1.59887,1.63442,2.08015,2.03822
npl,Nepal,,,,,,64.58408,68.69301,66.23538,67.3916,66.42455,66.86816,66.83822,67.84646,65.33253,68.41818,69.00609,66.08601,60.12153,58.86884,60.16205,57.89902,56.79862,57.16729,56.52251,57.29881,48.85803,48.69715,47.95033,47.79211,47.68957,48.80289,44.72339,42.66526,39.89595,40.44171,39.04141,38.92766,38.78073,37.39301,38.70148,38.2439,35.24767,36.1503,35.10588,34.67636,33.8249,32.36649,31.16441,30.30572,31.32265,33.17938,30.80549,30.07606,28.62266,27.4619,26.51851,25.51788,23.69955,22.33467,21.58337,22.18009,22.02145,20.91437,21.29871,21.87201
nzl,New Zealand,,,,,,,,,,,,11.40773,13.16057,11.90088,8.23937,9.92273,10.78488,9.45471,8.95657,11.41767,9.96014,8.52087,7.17946,7.43464,8.3116,7.30378,5.94965,6.09554,6.51012,6.76845,5.98868,6.88852,6.7173,7.32604,6.50773,6.45081,6.43713,6.07737,5.94612,6.27578,7.7529,7.98138,5.85289,5.72933,5.36559,4.5177,4.98361,6.06837,5.00103,5.73699,6.57131,6.27702,5.50646,7.02982,4.772,4.46729,5.54433,5.90942,5.66138,5.68946,5.70465,5.76845,4.56898,,
omn,Oman,,74.23313,61.19403,60.28037,60.181,60.61947,58.67769,36.85567,19.18679,16.1,15.54307,13.42926,12.07386,9.85832,3.23659,2.78929,2.06943,2.54542,3.24353,3.12524,2.54586,2.47677,2.53315,2.93806,2.921,2.77207,3.42782,3.50936,3.83315,3.24953,2.27051,2.31121,2.05002,2.10359,2.2234,2.43664,2.19844,2.2995,2.79786,2.58142,1.96523,2.04495,2.02623,1.92953,1.68993,1.41514,1.22533,1.20023,0.97392,1.28833,1.2473,1.10042,1.01551,1.14227,1.11271,1.72976,1.98532,1.9846,1.84942,1.99472,2.46923,2.39218,2.10827,2.44812,2.6029
pak,Pakistan,43.1892,41.72743,40.02923,38.84001,38.32405,36.9683,33.8369,35.05317,36.54168,33.95004,33.43176,31.96629,32.8023,32.45866,31.87669,30.16019,29.40843,29.36133,28.67683,27.7798,26.54551,27.46229,28.44777,27.2732,24.9046,25.68912,25.03265,23.63545,23.15332,23.91363,23.06707,22.84245,23.31001,22.19794,22.75282,23.42188,23.1958,24.48425,25.30314,25.16929,25.38714,24.14496,22.70263,22.15194,22.00189,21.57451,20.41835,19.93795,20.35137,21.78692,22.68881,23.81964,23.3862,23.70759,23.49273,23.26284,22.32833,21.9632,21.65124,20.67787,21.85413,22.66251,22.32686,23.33427,23.53214
pan,Panama,,,,,,,,,,,10.82754,10.57113,10.01956,9.47876,8.27175,8.28284,8.76047,9.44093,8.72368,8.05625,7.40376,7.25213,6.76075,7.23428,6.75709,6.86478,7.33706,7.41978,7.96047,8.50386,8.07414,7.65628,6.91969,6.59006,6.46079,6.48593,6.86222,6.64688,6.66181,6.13052,6.31214,6.69523,6.61481,6.71919,6.2069,5.72339,5.29181,4.75265,4.44423,3.78306,3.636,3.27922,3.12878,3.05395,2.98668,2.94962,2.78055,2.57262,2.44618,2.45508,3.06419,2.80289,2.61152,2.45028,2.57657
per,Peru,19.05452,19.15635,18.16816,17.08367,16.50747,16.07628,16.15679,16.83248,16.70975,16.00105,16.71562,15.96056,15.02059,14.87421,14.61005,14.83789,13.96898,27.94338,11.65865,9.77495,,,,,,,,,,,,7.8624,7.81805,8.29164,8.41559,8.03822,8.50405,8.04816,8.37834,8.2645,8.06937,7.89363,7.52396,7.31292,6.93443,6.85426,6.60348,6.70581,7.16094,7.40391,6.828,7.10011,6.72523,6.66831,6.80425,7.04564,6.93503,6.77976,6.88584,6.85303,7.71585,7.12266,7.17416,7.2405,6.05542
phl,Philippines,23.70819,23.64538,23.80502,24.40456,23.75973,24.26699,24.24955,24.43064,26.12839,26.79086,26.35888,27.0529,26.21745,27.19912,27.63,26.94469,25.91656,25.38149,24.91106,24.18173,22.03158,21.80806,20.42305,19.52398,21.6853,21.59447,21.02938,21.07944,20.11045,19.86511,19.15984,18.33846,19.10732,18.90795,19.26004,18.92515,18.01365,16.4491,14.74667,15.19436,13.9411,13.30281,13.44841,13.15095,13.9844,13.51755,13.36125,13.60651,14.51607,14.54021,13.74887,14.09574,13.09581,12.47343,12.27168,10.9965,10.20513,10.18295,9.65014,8.82032,10.18531,10.06916,9.55177,9.40037,9.08253
plw,Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.89031,3.68697,3.82527,3.85734,3.89335,4.08185,4.72135,3.98848,4.2232,4.10094,3.99364,3.92153,3.83454,3.65629,3.32185,2.9351,3.13301,3.53641,3.45078,3.39031,3.30985,3.42146,3.20078,2.98983,
png,Papua New Guinea,,49.03934,47.38422,44.03409,42.55319,41.58802,41.33486,41.96246,42.89011,41.81229,37.17904,34.48549,32.38043,28.20597,27.99571,29.70183,31.70366,32.98421,36.02722,33.8601,33.11866,33.3928,32.42625,32.67678,37.36757,33.76511,32.18909,29.86371,29.14735,28.11505,28.97406,25.97903,24.47312,27.56672,32.36352,33.81278,31.64525,35.03305,33.69214,34.25727,33.96639,34.41128,37.99065,38.34859,35.96866,,20.40324,19.60859,20.17487,21.64347,19.60839,19.19971,19.27395,19.26002,17.69194,17.45693,17.86634,17.64957,16.97384,16.97645,18.75533,18.99279,16.90859,16.95959,17.15223
pol,Poland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.73588,5.30021,4.62334,4.01838,3.35557,3.1905,3.32495,2.80942,2.69176,3.33359,2.9676,2.74592,3.09409,2.64309,2.62641,2.91555,3.17181,2.98562,3.22653,2.9712,2.48364,2.6238,2.98537,2.41564,2.3703,2.56844,2.24552,2.80607,2.76537,2.60282
prt,Portugal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.80044,4.59075,3.83106,3.54172,3.28917,3.10975,2.96075,2.72289,2.65118,2.60214,2.30349,2.25314,1.99816,1.96377,1.95063,1.94035,1.83844,1.92005,2.04189,1.97659,1.97541,1.92236,1.96367,1.91817,1.99992,2.1409,2.16205,1.90544,2.11416,1.97185
pry,Paraguay,,,37.00273,38.19772,37.57483,36.70829,35.68362,32.89624,32.49111,32.55389,32.06578,33.19839,34.46372,37.70179,35.2972,36.90631,34.55007,34.11264,32.06745,31.39573,29.4646,27.76733,25.8663,24.78704,26.41779,25.54799,22.70748,21.63663,22.58075,21.11037,18.60194,16.00124,14.94896,16.71891,18.16377,18.44378,18.36501,16.42797,14.80094,14.00456,12.85666,11.37332,11.00964,13.00894,13.93335,12.71395,11.7936,12.70973,13.41765,9.94794,13.01448,13.79623,10.04223,12.86484,11.77086,9.44042,10.69651,10.18482,9.9502,9.66747,10.72799,11.2789,10.89748,11.58028,10.70805
pse,Palestine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.26276,11.81918,13.01619,11.41816,11.71395,10.6504,9.68101,8.47216,8.03195,6.98085,11.14032,8.98999,11.3868,8.92584,10.12804,10.0214,9.00274,8.3425,8.10589,7.59868,7.83505,7.40889,7.60383,7.04055,7.35965,7.05402,7.10161,6.31675,5.74522,,
qat,Qatar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3728,0.37594,0.2568,0.23464,0.1818,0.13326,0.12184,0.10994,0.12465,0.12332,0.11791,0.09661,0.0942,0.09602,0.11717,0.16132,0.18387,0.21474,0.21826,0.26001,0.33875,0.29824,0.25656,0.29278,0.28886
rou,Romania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.80907,18.87109,19.03901,20.99143,19.8854,18.16283,17.5391,17.51052,14.37944,12.64911,10.85392,13.1496,11.34244,11.91438,12.70551,8.4861,7.82081,5.5015,6.30193,6.11614,5.17725,5.95089,4.5408,5.50973,4.94834,4.42593,4.29218,4.43884,4.49504,4.29922,4.06478,4.60565,3.8129,3.87725,3.27673
rus,Russia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.60209,15.46104,13.7719,7.26336,7.5572,6.10956,6.69223,6.54938,5.86976,5.10339,6.58065,5.75172,5.87572,5.56571,5.50295,4.90444,4.25592,3.86131,3.7789,3.75334,4.08445,3.3439,3.15073,2.92603,2.9936,3.36061,3.8731,3.84022,3.55363,3.39425,3.5303,4.00635,3.67156,3.42029,2.97224,2.74357
rwa,Rwanda,,,,,,74.7917,74.86692,65.85109,65.28338,65.79066,61.61892,61.17859,59.55947,61.02459,59.13528,49.21357,49.2161,46.46098,42.41826,49.03816,45.84684,40.73712,39.78375,38.20267,40.83753,41.83584,37.52635,37.70911,39.22077,40.30891,32.54599,32.13271,33.23762,33.73489,49.75875,44.00045,47.18929,45.96095,45.51746,31.5457,31.18499,31.794,30.19469,33.03537,33.89526,33.77562,30.02611,26.06848,24.78051,25.35753,24.31449,23.8372,24.76543,24.92032,24.68832,23.981,25.15271,26.34544,24.62272,23.56063,26.65592,24.0707,24.88698,26.61213,24.58077
sau,Saudi Arabia,,,,,,,,,4.935,4.91925,4.22762,3.29125,2.80857,2.19298,0.82994,0.91533,0.77454,1.14752,1.49961,1.18424,0.95363,0.97182,1.55235,2.1103,2.70141,3.60334,4.84256,5.61429,6.23081,6.25628,5.636,5.36537,5.54253,5.99861,6.08597,5.8487,5.3678,5.35192,6.14072,5.65432,4.90093,5.13486,5.03754,4.47188,3.86836,3.1854,2.91996,2.74277,2.29269,2.83043,2.61912,2.15289,2.0621,2.14783,2.2794,2.75387,2.91802,2.83526,2.41396,2.45385,2.95557,2.44813,2.21479,2.45769,2.54031
sdn,Sudan,51.42784,51.50305,49.88108,44.84591,41.82871,41.94125,35.13252,34.85796,32.54023,34.50956,38.16491,38.81777,38.53805,39.84134,39.60102,35.81041,34.37769,35.60432,34.7435,32.12931,29.91354,33.37992,34.10534,31.19112,28.60645,31.46633,34.51775,31.61163,39.37288,37.36901,39.01959,40.18435,38.54295,39.90007,34.5307,37.28028,42.38485,45.04225,44.39459,43.2655,40.68217,35.78077,37.66274,38.41661,34.00608,33.19992,31.82011,35.66751,36.18316,33.50668,31.85222,27.84769,33.77462,29.60764,32.62427,31.55645,22.97758,21.23054,21.99347,20.16402,20.32086,6.35709,5.03129,30.27568,22.07589
sen,Senegal,23.28675,23.68081,22.54463,23.29378,23.7278,24.98597,25.54106,23.38996,25.46277,23.07163,23.71914,20.6498,24.26832,22.26365,23.48955,29.77939,29.75666,26.99631,20.79958,23.62593,18.51958,20.66362,21.19901,17.02754,18.42826,21.32741,22.02123,22.62281,19.28707,21.17535,18.46614,18.69641,17.14343,19.16536,17.74001,19.47016,18.33706,18.1914,17.83193,17.37601,16.43925,16.25243,13.38078,15.4911,14.2018,15.1804,13.39515,12.24591,14.68663,16.10773,15.94526,12.94706,14.09769,13.72488,13.36877,14.28258,14.41402,14.98203,14.98752,14.89627,16.14878,15.55126,16.33332,17.41125,15.48755
sgp,Singapore,3.70353,3.51177,3.58993,3.25027,3.33187,3.07012,3.27136,3.04494,3.04967,2.81227,2.56493,2.58445,2.21264,2.28654,2.01069,2.15534,2.04354,1.99166,1.66545,1.54911,1.50949,1.46317,1.34339,1.17846,1.06996,0.92113,0.717,0.55061,0.41698,0.3559,0.32344,0.25005,0.19736,0.17279,0.17316,0.14486,0.15003,0.13292,0.11138,0.11125,0.09213,0.08236,0.07103,0.06113,0.05565,0.05505,0.04887,0.04287,0.04143,0.04069,0.03615,0.03461,0.03327,0.03438,0.03454,0.03261,0.03152,0.03076,0.03012,0.03225,0.03282,0.03055,0.02598,0.02885,0.02744
slb,Solomon Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.46303,62.53202,64.67323,60.51951,51.79199,46.77659,43.25802,42.62786,36.69543,33.59829,34.40593,23.90119,30.02356,35.82775,35.54198,31.2467,30.69619,30.81723,31.53782,30.43244,32.46445,32.82244,33.33793,33.61804,34.75833,33.22256,34.44694,33.28014,33.96876,32.67115,34.11984,35.04359,33.75553,,
sle,Sierra Leone,,,,,34.83711,31.04792,30.9657,34.22407,32.43198,26.76356,25.99383,28.47095,29.67781,29.46218,32.22527,35.66805,38.61642,36.38149,31.9707,30.01938,30.37646,29.32983,33.59302,36.56522,38.57849,42.79258,34.73006,42.46344,43.31348,42.50862,44.02862,36.74505,35.88729,40.30245,37.39516,39.95456,45.21015,57.3956,59.40207,59.86649,55.01416,45.79089,46.85368,46.90232,49.1071,50.10288,27.54031,28.39843,28.99748,30.47197,30.54262,31.58466,30.65709,30.12323,31.9044,34.30256,32.57769,33.33205,34.98523,34.57332,35.17918,33.72792,33.81581,29.06976,25.42714
slv,El Salvador,,,,,,41.37538,38.68663,38.5044,37.39899,36.24929,40.44063,39.19671,38.05906,39.8275,37.2896,35.33321,39.33376,43.00594,37.03628,38.90242,37.95789,34.38962,32.59351,31.18053,28.94213,26.91181,27.42892,20.7536,20.97519,18.31003,16.01368,15.79239,12.96503,12.72881,12.46178,11.52888,10.85033,10.91456,9.46818,7.93373,7.17278,6.68649,5.82298,5.4884,5.72793,6.17166,6.04617,6.99311,7.09011,6.66859,6.98171,7.33019,6.51436,5.61331,5.86687,5.52977,5.73215,5.39301,5.13277,5.14643,5.3548,4.81226,4.55875,4.45041,4.38041
smr,San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.02005,0.01362,0.02048,0.01641,0.01528,0.0141,0.01663,0.01149,,
som,Somalia,64.44534,64.16365,64.94706,64.03267,64.51359,63.43845,61.86902,59.6353,54.62891,53.74677,48.86084,48.15491,50.83348,56.48773,31.24104,45.77144,47.26248,55.93025,55.02143,51.14078,64.47725,62.7539,62.94871,60.71052,65.20489,63.67625,59.51963,60.81671,65.86361,56.18418,55.79418,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
srb,Serbia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.16063,15.30858,14.67144,14.13471,15.71118,14.66698,12.77778,8.51014,7.02904,7.6271,6.16014,6.22223,5.50487,6.35977,5.9916,6.11651,6.348,6.04364,6.29965,6.11738,5.60595,5.70664,5.05779,5.20469,4.76475,5.05374,5.15586,5.33834,3.7866,3.14789
ssd,South Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.19544,5.22004,5.29379,4.67694,6.17613,9.63581,7.59651,10.35503,,,,,,,,,
stp,Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.47767,10.49162,11.63189,12.33191,12.86573,13.40696,13.27958,14.13487,13.0514,12.74752,11.81812,11.92965,14.14705,15.26618,13.93176,13.70641,12.83988
sur,Suriname,9.53337,9.28505,8.78175,8.77332,9.04018,9.21181,8.24796,7.81604,7.85167,6.91315,6.47508,6.51163,6.69979,6.31905,7.08796,6.2406,7.0821,7.17849,6.23385,7.41214,7.73585,7.87402,7.86885,7.18732,7.75463,8.19015,9.31538,10.40816,10.07752,8.99373,8.08445,8.815,11.15505,18.87776,16.32198,13.98638,14.78348,11.70173,8.38727,8.44662,9.53925,9.09487,6.70477,6.47972,5.22488,4.91937,9.99167,10.14762,8.92968,9.84208,9.47219,8.73236,8.38506,8.48595,9.38476,10.40816,10.76613,10.91776,10.03247,8.59608,8.13603,9.67766,7.29566,7.4745,
svk,Slovak Republic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.12957,2.14605,1.94136,2.00526,1.5194,1.58663,1.98525,1.90902,1.67052,1.50647,1.47126,1.69161,2.13456,2.36047,1.90943,1.49859,1.79373,1.79463,2.07433,2.61493,2.04597,2.06264,1.84814,2.00933,1.61701,1.72918,1.8732,1.92999,2.12517,2.02886
